Order	,	Name	,	Latitude	,	Longitude	,	Date	,	Time
1421	,	User 4	,	39.939139	,	116.36045	,	2008-11-10	,	11:00:44
1422	,	User 4	,	39.939139	,	116.36038	,	2008-11-10	,	11:00:49
1423	,	User 4	,	39.93915	,	116.360334	,	2008-11-10	,	11:00:54
1424	,	User 4	,	39.939151	,	116.36026	,	2008-11-10	,	11:00:59
1425	,	User 4	,	39.939117	,	116.360218	,	2008-11-10	,	11:01:04
1426	,	User 4	,	39.939132	,	116.360139	,	2008-11-10	,	11:01:09
1427	,	User 4	,	39.939157	,	116.360076	,	2008-11-10	,	11:01:14
1428	,	User 4	,	39.939142	,	116.360017	,	2008-11-10	,	11:01:19
1429	,	User 4	,	39.939107	,	116.359915	,	2008-11-10	,	11:01:24
1430	,	User 4	,	39.939095	,	116.359746	,	2008-11-10	,	11:01:29
1431	,	User 4	,	39.939104	,	116.35963	,	2008-11-10	,	11:01:34
1432	,	User 4	,	39.939109	,	116.359511	,	2008-11-10	,	11:01:39
1433	,	User 4	,	39.939119	,	116.359438	,	2008-11-10	,	11:01:44
1434	,	User 4	,	39.939097	,	116.359355	,	2008-11-10	,	11:01:49
1435	,	User 4	,	39.939093	,	116.359236	,	2008-11-10	,	11:01:54
1436	,	User 4	,	39.939103	,	116.359146	,	2008-11-10	,	11:01:59
1437	,	User 4	,	39.939107	,	116.35906	,	2008-11-10	,	11:02:04
1438	,	User 4	,	39.939086	,	116.358982	,	2008-11-10	,	11:02:09
1439	,	User 4	,	39.939076	,	116.358867	,	2008-11-10	,	11:02:14
1440	,	User 4	,	39.93909	,	116.358755	,	2008-11-10	,	11:02:19
1441	,	User 4	,	39.939101	,	116.358693	,	2008-11-10	,	11:02:24
1442	,	User 4	,	39.939104	,	116.358633	,	2008-11-10	,	11:02:29
1443	,	User 4	,	39.939093	,	116.358564	,	2008-11-10	,	11:02:34
1444	,	User 4	,	39.939096	,	116.358513	,	2008-11-10	,	11:02:39
1445	,	User 4	,	39.939097	,	116.358436	,	2008-11-10	,	11:02:44
1446	,	User 4	,	39.939106	,	116.358358	,	2008-11-10	,	11:02:49
1447	,	User 4	,	39.939089	,	116.358297	,	2008-11-10	,	11:02:54
1448	,	User 4	,	39.939106	,	116.358246	,	2008-11-10	,	11:02:59
1449	,	User 4	,	39.939109	,	116.358176	,	2008-11-10	,	11:03:04
1450	,	User 4	,	39.939082	,	116.358135	,	2008-11-10	,	11:03:09
1451	,	User 4	,	39.939072	,	116.358091	,	2008-11-10	,	11:03:14
1452	,	User 4	,	39.939077	,	116.35802	,	2008-11-10	,	11:03:19
1453	,	User 4	,	39.93908	,	116.357972	,	2008-11-10	,	11:03:24
1454	,	User 4	,	39.939115	,	116.357913	,	2008-11-10	,	11:03:29
1455	,	User 4	,	39.939114	,	116.357851	,	2008-11-10	,	11:03:34
1456	,	User 4	,	39.939107	,	116.357804	,	2008-11-10	,	11:03:39
1457	,	User 4	,	39.939103	,	116.357743	,	2008-11-10	,	11:03:44
1458	,	User 4	,	39.939091	,	116.357691	,	2008-11-10	,	11:03:49
1459	,	User 4	,	39.93906	,	116.357619	,	2008-11-10	,	11:03:54
1460	,	User 4	,	39.939065	,	116.35757	,	2008-11-10	,	11:03:59
1461	,	User 4	,	39.939053	,	116.357524	,	2008-11-10	,	11:04:04
1462	,	User 4	,	39.939034	,	116.357438	,	2008-11-10	,	11:04:09
1463	,	User 4	,	39.939011	,	116.357385	,	2008-11-10	,	11:04:14
1464	,	User 4	,	39.938993	,	116.357333	,	2008-11-10	,	11:04:19
1465	,	User 4	,	39.938946	,	116.357244	,	2008-11-10	,	11:04:24
1466	,	User 4	,	39.93893	,	116.357198	,	2008-11-10	,	11:04:29
1467	,	User 4	,	39.938895	,	116.357155	,	2008-11-10	,	11:04:34
1468	,	User 4	,	39.938901	,	116.357134	,	2008-11-10	,	11:04:39
1469	,	User 4	,	39.938756	,	116.356972	,	2008-11-10	,	11:04:44
1470	,	User 4	,	39.938694	,	116.356839	,	2008-11-10	,	11:04:49
1471	,	User 4	,	39.938771	,	116.356656	,	2008-11-10	,	11:04:54
1472	,	User 4	,	39.93882	,	116.356502	,	2008-11-10	,	11:04:59
1473	,	User 4	,	39.93884	,	116.356374	,	2008-11-10	,	11:05:04
1474	,	User 4	,	39.938836	,	116.356288	,	2008-11-10	,	11:05:09
1475	,	User 4	,	39.938841	,	116.356181	,	2008-11-10	,	11:05:14
1476	,	User 4	,	39.938827	,	116.356069	,	2008-11-10	,	11:05:19
1477	,	User 4	,	39.938834	,	116.355932	,	2008-11-10	,	11:05:24
1478	,	User 4	,	39.938871	,	116.355791	,	2008-11-10	,	11:05:29
1479	,	User 4	,	39.938912	,	116.355648	,	2008-11-10	,	11:05:34
1480	,	User 4	,	39.938934	,	116.355516	,	2008-11-10	,	11:05:39
1481	,	User 4	,	39.93894	,	116.35543	,	2008-11-10	,	11:05:44
1482	,	User 4	,	39.938992	,	116.355328	,	2008-11-10	,	11:05:49
1483	,	User 4	,	39.938978	,	116.355236	,	2008-11-10	,	11:05:54
1484	,	User 4	,	39.939012	,	116.355136	,	2008-11-10	,	11:05:59
1485	,	User 4	,	39.939014	,	116.355056	,	2008-11-10	,	11:06:04
1486	,	User 4	,	39.939012	,	116.354969	,	2008-11-10	,	11:06:09
1487	,	User 4	,	39.939018	,	116.354846	,	2008-11-10	,	11:06:14
1488	,	User 4	,	39.938992	,	116.354766	,	2008-11-10	,	11:06:19
1489	,	User 4	,	39.939	,	116.354601	,	2008-11-10	,	11:06:24
1490	,	User 4	,	39.939007	,	116.354498	,	2008-11-10	,	11:06:29
1491	,	User 4	,	39.938975	,	116.354438	,	2008-11-10	,	11:06:34
1492	,	User 4	,	39.938981	,	116.354374	,	2008-11-10	,	11:06:39
1493	,	User 4	,	39.938974	,	116.354283	,	2008-11-10	,	11:06:44
1494	,	User 4	,	39.938978	,	116.354193	,	2008-11-10	,	11:06:49
1495	,	User 4	,	39.938981	,	116.354121	,	2008-11-10	,	11:06:54
1496	,	User 4	,	39.938988	,	116.354049	,	2008-11-10	,	11:06:59
1497	,	User 4	,	39.938987	,	116.353989	,	2008-11-10	,	11:07:04
1498	,	User 4	,	39.938994	,	116.353903	,	2008-11-10	,	11:07:09
1499	,	User 4	,	39.939008	,	116.353815	,	2008-11-10	,	11:07:14
1500	,	User 4	,	39.938999	,	116.353738	,	2008-11-10	,	11:07:19
1501	,	User 4	,	39.938979	,	116.353669	,	2008-11-10	,	11:07:24
1502	,	User 4	,	39.938988	,	116.353579	,	2008-11-10	,	11:07:29
1503	,	User 4	,	39.938969	,	116.353429	,	2008-11-10	,	11:07:34
1504	,	User 4	,	39.938981	,	116.353371	,	2008-11-10	,	11:07:39
1505	,	User 4	,	39.938956	,	116.353287	,	2008-11-10	,	11:07:44
1506	,	User 4	,	39.938966	,	116.353212	,	2008-11-10	,	11:07:49
1507	,	User 4	,	39.938959	,	116.353146	,	2008-11-10	,	11:07:54
1508	,	User 4	,	39.938994	,	116.353093	,	2008-11-10	,	11:07:59
1509	,	User 4	,	39.939005	,	116.352999	,	2008-11-10	,	11:08:04
1510	,	User 4	,	39.939011	,	116.352913	,	2008-11-10	,	11:08:09
1511	,	User 4	,	39.939029	,	116.352844	,	2008-11-10	,	11:08:14
1512	,	User 4	,	39.939026	,	116.352758	,	2008-11-10	,	11:08:19
1513	,	User 4	,	39.93899	,	116.35265	,	2008-11-10	,	11:08:24
1514	,	User 4	,	39.938995	,	116.35263	,	2008-11-10	,	11:08:29
1515	,	User 4	,	39.938995	,	116.352639	,	2008-11-10	,	11:08:34
1516	,	User 4	,	39.938984	,	116.352633	,	2008-11-10	,	11:08:39
1517	,	User 4	,	39.938964	,	116.352642	,	2008-11-10	,	11:08:44
1518	,	User 4	,	39.938943	,	116.352628	,	2008-11-10	,	11:08:49
1519	,	User 4	,	39.938871	,	116.352567	,	2008-11-10	,	11:08:54
1520	,	User 4	,	39.938871	,	116.352567	,	2008-11-10	,	11:08:57
1521	,	User 4	,	39.938865	,	116.352563	,	2008-11-10	,	11:08:59
1522	,	User 4	,	39.938816	,	116.352567	,	2008-11-10	,	11:09:04
1523	,	User 4	,	39.9388	,	116.352583	,	2008-11-10	,	11:09:09
1524	,	User 4	,	39.938737	,	116.35257	,	2008-11-10	,	11:09:14
1525	,	User 4	,	39.938683	,	116.352569	,	2008-11-10	,	11:09:19
1526	,	User 4	,	39.938647	,	116.352524	,	2008-11-10	,	11:09:24
1527	,	User 4	,	39.938598	,	116.352457	,	2008-11-10	,	11:09:29
1528	,	User 4	,	39.938589	,	116.352427	,	2008-11-10	,	11:09:34
1529	,	User 4	,	39.938533	,	116.352357	,	2008-11-10	,	11:09:39
1530	,	User 4	,	39.938514	,	116.352277	,	2008-11-10	,	11:09:44
1531	,	User 4	,	39.938492	,	116.352312	,	2008-11-10	,	11:09:49
1532	,	User 4	,	39.938488	,	116.352307	,	2008-11-10	,	11:09:54
1533	,	User 4	,	39.938488	,	116.352307	,	2008-11-10	,	11:09:57
1534	,	User 4	,	39.938485	,	116.352306	,	2008-11-10	,	11:09:59
1535	,	User 4	,	39.938457	,	116.352285	,	2008-11-10	,	11:10:04
1536	,	User 4	,	39.938429	,	116.352282	,	2008-11-10	,	11:10:09
1537	,	User 4	,	39.938303	,	116.352291	,	2008-11-10	,	11:10:14
1538	,	User 4	,	39.938276	,	116.352295	,	2008-11-10	,	11:10:19
1539	,	User 4	,	39.938276	,	116.352284	,	2008-11-10	,	11:10:24
1540	,	User 4	,	39.938229	,	116.352287	,	2008-11-10	,	11:10:29
1541	,	User 4	,	39.938198	,	116.352294	,	2008-11-10	,	11:10:34
1542	,	User 4	,	39.938196	,	116.352284	,	2008-11-10	,	11:10:39
1543	,	User 4	,	39.93801	,	116.352338	,	2008-11-10	,	11:10:44
1544	,	User 4	,	39.937813	,	116.352478	,	2008-11-10	,	11:10:49
1545	,	User 4	,	39.937656	,	116.35254	,	2008-11-10	,	11:10:54
1546	,	User 4	,	39.937502	,	116.35256	,	2008-11-10	,	11:10:59
1547	,	User 4	,	39.937404	,	116.352581	,	2008-11-10	,	11:11:04
1548	,	User 4	,	39.937312	,	116.352579	,	2008-11-10	,	11:11:09
1549	,	User 4	,	39.937185	,	116.352594	,	2008-11-10	,	11:11:14
1550	,	User 4	,	39.937107	,	116.352566	,	2008-11-10	,	11:11:19
1551	,	User 4	,	39.937057	,	116.352494	,	2008-11-10	,	11:11:24
1552	,	User 4	,	39.936967	,	116.352463	,	2008-11-10	,	11:11:29
1553	,	User 4	,	39.936864	,	116.352411	,	2008-11-10	,	11:11:34
1554	,	User 4	,	39.936755	,	116.352364	,	2008-11-10	,	11:11:39
1555	,	User 4	,	39.936701	,	116.352296	,	2008-11-10	,	11:11:44
1556	,	User 4	,	39.936633	,	116.352252	,	2008-11-10	,	11:11:49
1557	,	User 4	,	39.936511	,	116.352213	,	2008-11-10	,	11:11:54
1558	,	User 4	,	39.936506	,	116.352125	,	2008-11-10	,	11:11:59
1559	,	User 4	,	39.936458	,	116.352035	,	2008-11-10	,	11:12:04
1560	,	User 4	,	39.936446	,	116.351942	,	2008-11-10	,	11:12:09
1561	,	User 4	,	39.93644	,	116.35183	,	2008-11-10	,	11:12:14
1562	,	User 4	,	39.936452	,	116.351701	,	2008-11-10	,	11:12:19
1563	,	User 4	,	39.936438	,	116.351597	,	2008-11-10	,	11:12:24
1564	,	User 4	,	39.936426	,	116.351513	,	2008-11-10	,	11:12:29
1565	,	User 4	,	39.936425	,	116.351451	,	2008-11-10	,	11:12:34
1566	,	User 4	,	39.936479	,	116.35135	,	2008-11-10	,	11:12:39
1567	,	User 4	,	39.936524	,	116.351241	,	2008-11-10	,	11:12:44
1568	,	User 4	,	39.936485	,	116.351157	,	2008-11-10	,	11:12:49
1569	,	User 4	,	39.936497	,	116.351103	,	2008-11-10	,	11:12:54
1570	,	User 4	,	39.936504	,	116.351038	,	2008-11-10	,	11:12:59
1571	,	User 4	,	39.936504	,	116.351038	,	2008-11-10	,	11:13:02
1572	,	User 4	,	39.936504	,	116.351032	,	2008-11-10	,	11:13:04
1573	,	User 4	,	39.936479	,	116.350975	,	2008-11-10	,	11:13:09
1574	,	User 4	,	39.936482	,	116.350884	,	2008-11-10	,	11:13:14
1575	,	User 4	,	39.936483	,	116.350803	,	2008-11-10	,	11:13:19
1576	,	User 4	,	39.936524	,	116.350715	,	2008-11-10	,	11:13:24
1577	,	User 4	,	39.9366	,	116.35061	,	2008-11-10	,	11:13:29
1578	,	User 4	,	39.936562	,	116.350535	,	2008-11-10	,	11:13:34
1579	,	User 4	,	39.936516	,	116.350469	,	2008-11-10	,	11:13:39
1580	,	User 4	,	39.936485	,	116.350408	,	2008-11-10	,	11:13:44
1581	,	User 4	,	39.936416	,	116.350341	,	2008-11-10	,	11:13:49
1582	,	User 4	,	39.936387	,	116.350276	,	2008-11-10	,	11:13:54
1583	,	User 4	,	39.936332	,	116.350239	,	2008-11-10	,	11:13:59
1584	,	User 4	,	39.936317	,	116.350218	,	2008-11-10	,	11:14:04
1585	,	User 4	,	39.936319	,	116.350126	,	2008-11-10	,	11:14:09
1586	,	User 4	,	39.936373	,	116.349982	,	2008-11-10	,	11:14:14
1587	,	User 4	,	39.936336	,	116.349937	,	2008-11-10	,	11:14:19
1588	,	User 4	,	39.936309	,	116.349886	,	2008-11-10	,	11:14:24
1589	,	User 4	,	39.936309	,	116.349886	,	2008-11-10	,	11:14:27
1590	,	User 4	,	39.936304	,	116.349885	,	2008-11-10	,	11:14:29
1591	,	User 4	,	39.93628	,	116.349866	,	2008-11-10	,	11:14:34
1592	,	User 4	,	39.936253	,	116.349862	,	2008-11-10	,	11:14:39
1593	,	User 4	,	39.936253	,	116.349862	,	2008-11-10	,	11:14:42
1594	,	User 4	,	39.936252	,	116.349861	,	2008-11-10	,	11:14:44
1595	,	User 4	,	39.936177	,	116.349856	,	2008-11-10	,	11:14:49
1596	,	User 4	,	39.936048	,	116.349868	,	2008-11-10	,	11:14:54
1597	,	User 4	,	39.93597	,	116.34988	,	2008-11-10	,	11:14:59
1598	,	User 4	,	39.935936	,	116.34988	,	2008-11-10	,	11:15:04
1599	,	User 4	,	39.935932	,	116.34987	,	2008-11-10	,	11:15:09
1600	,	User 4	,	39.935932	,	116.34987	,	2008-11-10	,	11:15:12
1601	,	User 4	,	39.935928	,	116.349874	,	2008-11-10	,	11:15:14
1602	,	User 4	,	39.935865	,	116.349856	,	2008-11-10	,	11:15:19
1603	,	User 4	,	39.93574	,	116.349871	,	2008-11-10	,	11:15:24
1604	,	User 4	,	39.935682	,	116.349868	,	2008-11-10	,	11:15:29
1605	,	User 4	,	39.935674	,	116.349871	,	2008-11-10	,	11:15:34
1606	,	User 4	,	39.935674	,	116.349871	,	2008-11-10	,	11:15:37
1607	,	User 4	,	39.935673	,	116.349868	,	2008-11-10	,	11:15:39
1608	,	User 4	,	39.935605	,	116.349852	,	2008-11-10	,	11:15:44
1609	,	User 4	,	39.935545	,	116.349849	,	2008-11-10	,	11:15:49
1610	,	User 4	,	39.935526	,	116.349854	,	2008-11-10	,	11:15:54
1611	,	User 4	,	39.93549	,	116.349856	,	2008-11-10	,	11:15:59
1612	,	User 4	,	39.935369	,	116.349904	,	2008-11-10	,	11:16:04
1613	,	User 4	,	39.935241	,	116.349945	,	2008-11-10	,	11:16:09
1614	,	User 4	,	39.935175	,	116.349988	,	2008-11-10	,	11:16:14
1615	,	User 4	,	39.935146	,	116.350045	,	2008-11-10	,	11:16:19
1616	,	User 4	,	39.935077	,	116.350144	,	2008-11-10	,	11:16:24
1617	,	User 4	,	39.934201	,	116.349981	,	2008-11-10	,	11:17:34
1618	,	User 4	,	39.934253	,	116.349867	,	2008-11-10	,	11:17:39
1619	,	User 4	,	39.934261	,	116.349856	,	2008-11-10	,	11:17:44
1620	,	User 4	,	39.934266	,	116.349851	,	2008-11-10	,	11:17:49
1621	,	User 4	,	39.934268	,	116.349848	,	2008-11-10	,	11:17:54
1622	,	User 4	,	39.934268	,	116.349848	,	2008-11-10	,	11:17:57
1623	,	User 4	,	39.93427	,	116.349851	,	2008-11-10	,	11:17:59
1624	,	User 4	,	39.934272	,	116.349864	,	2008-11-10	,	11:18:04
1625	,	User 4	,	39.934272	,	116.349864	,	2008-11-10	,	11:18:07
1626	,	User 4	,	39.934276	,	116.349865	,	2008-11-10	,	11:18:09
1627	,	User 4	,	39.934294	,	116.349861	,	2008-11-10	,	11:18:14
1628	,	User 4	,	39.934301	,	116.349856	,	2008-11-10	,	11:18:19
1629	,	User 4	,	39.934303	,	116.349848	,	2008-11-10	,	11:18:24
1630	,	User 4	,	39.934303	,	116.349845	,	2008-11-10	,	11:18:29
1631	,	User 4	,	39.934303	,	116.349845	,	2008-11-10	,	11:18:32
1632	,	User 4	,	39.934305	,	116.349841	,	2008-11-10	,	11:18:34
1633	,	User 4	,	39.934346	,	116.349832	,	2008-11-10	,	11:18:39
1634	,	User 4	,	39.934382	,	116.349822	,	2008-11-10	,	11:18:44
1635	,	User 4	,	39.934421	,	116.349802	,	2008-11-10	,	11:18:49
1636	,	User 4	,	39.934433	,	116.349799	,	2008-11-10	,	11:18:54
1637	,	User 4	,	39.934433	,	116.349799	,	2008-11-10	,	11:18:57
1638	,	User 4	,	39.934433	,	116.349804	,	2008-11-10	,	11:18:59
1639	,	User 4	,	39.934432	,	116.349813	,	2008-11-10	,	11:19:04
1640	,	User 4	,	39.934411	,	116.349799	,	2008-11-10	,	11:19:09
1641	,	User 4	,	39.934325	,	116.349846	,	2008-11-10	,	11:19:14
1642	,	User 4	,	39.934316	,	116.349841	,	2008-11-10	,	11:19:19
1643	,	User 4	,	39.934533	,	116.349711	,	2008-11-10	,	11:19:24
1644	,	User 4	,	39.934835	,	116.349595	,	2008-11-10	,	11:19:29
1645	,	User 4	,	39.934806	,	116.349566	,	2008-11-10	,	11:19:34
1646	,	User 4	,	39.93479	,	116.349619	,	2008-11-10	,	11:19:39
1647	,	User 4	,	39.934812	,	116.34971	,	2008-11-10	,	11:19:44
1648	,	User 4	,	39.934884	,	116.349686	,	2008-11-10	,	11:21:49
1649	,	User 4	,	39.934877	,	116.349711	,	2008-11-10	,	11:21:54
1650	,	User 4	,	39.934874	,	116.349719	,	2008-11-10	,	11:21:59
1651	,	User 4	,	39.934874	,	116.349719	,	2008-11-10	,	11:22:02
1652	,	User 4	,	39.934877	,	116.349714	,	2008-11-10	,	11:22:04
1653	,	User 4	,	39.934971	,	116.349719	,	2008-11-10	,	11:22:09
1654	,	User 4	,	39.935189	,	116.349715	,	2008-11-10	,	11:22:14
1655	,	User 4	,	39.935075	,	116.349741	,	2008-11-10	,	11:22:19
1656	,	User 4	,	39.935058	,	116.349739	,	2008-11-10	,	11:22:24
1657	,	User 4	,	39.935055	,	116.349742	,	2008-11-10	,	11:22:29
1658	,	User 4	,	39.93505	,	116.349746	,	2008-11-10	,	11:22:34
1659	,	User 4	,	39.935047	,	116.349751	,	2008-11-10	,	11:22:39
1660	,	User 4	,	39.935047	,	116.349751	,	2008-11-10	,	11:22:42
1661	,	User 4	,	39.935046	,	116.349755	,	2008-11-10	,	11:22:44
1662	,	User 4	,	39.935046	,	116.349745	,	2008-11-10	,	11:22:49
1663	,	User 4	,	39.935045	,	116.349742	,	2008-11-10	,	11:22:54
1664	,	User 4	,	39.935044	,	116.349744	,	2008-11-10	,	11:22:59
1665	,	User 4	,	39.935044	,	116.349744	,	2008-11-10	,	11:23:02
1666	,	User 4	,	39.935041	,	116.349746	,	2008-11-10	,	11:23:04
1667	,	User 4	,	39.93501	,	116.349738	,	2008-11-10	,	11:23:09
1668	,	User 4	,	39.934934	,	116.349742	,	2008-11-10	,	11:23:14
1669	,	User 4	,	39.934829	,	116.349798	,	2008-11-10	,	11:23:19
1670	,	User 4	,	39.934727	,	116.349773	,	2008-11-10	,	11:23:24
1671	,	User 4	,	39.9347	,	116.349734	,	2008-11-10	,	11:23:29
1672	,	User 4	,	39.934645	,	116.349738	,	2008-11-10	,	11:23:34
1673	,	User 4	,	39.934525	,	116.349743	,	2008-11-10	,	11:23:39
1674	,	User 4	,	39.934458	,	116.349673	,	2008-11-10	,	11:23:44
1675	,	User 4	,	39.934392	,	116.349573	,	2008-11-10	,	11:23:49
1676	,	User 4	,	39.934322	,	116.349545	,	2008-11-10	,	11:23:54
1677	,	User 4	,	39.934174	,	116.349568	,	2008-11-10	,	11:23:59
1678	,	User 4	,	39.933987	,	116.349606	,	2008-11-10	,	11:24:04
1679	,	User 4	,	39.933873	,	116.349595	,	2008-11-10	,	11:24:09
1680	,	User 4	,	39.93383	,	116.349616	,	2008-11-10	,	11:24:14
1681	,	User 4	,	39.933804	,	116.349633	,	2008-11-10	,	11:24:19
1682	,	User 4	,	39.933735	,	116.34963	,	2008-11-10	,	11:24:24
1683	,	User 4	,	39.933614	,	116.349628	,	2008-11-10	,	11:24:29
1684	,	User 4	,	39.933558	,	116.349623	,	2008-11-10	,	11:24:34
1685	,	User 4	,	39.933519	,	116.349678	,	2008-11-10	,	11:24:39
1686	,	User 4	,	39.933466	,	116.34972	,	2008-11-10	,	11:24:44
1687	,	User 4	,	39.933405	,	116.349778	,	2008-11-10	,	11:24:49
1688	,	User 4	,	39.933368	,	116.349772	,	2008-11-10	,	11:24:54
1689	,	User 4	,	39.933353	,	116.349726	,	2008-11-10	,	11:24:59
1690	,	User 4	,	39.933269	,	116.349707	,	2008-11-10	,	11:25:04
1691	,	User 4	,	39.933231	,	116.349692	,	2008-11-10	,	11:25:09
1692	,	User 4	,	39.933204	,	116.349671	,	2008-11-10	,	11:25:14
1693	,	User 4	,	39.933156	,	116.349657	,	2008-11-10	,	11:25:19
1694	,	User 4	,	39.933087	,	116.349649	,	2008-11-10	,	11:25:24
1695	,	User 4	,	39.932965	,	116.349664	,	2008-11-10	,	11:25:29
1696	,	User 4	,	39.932913	,	116.349663	,	2008-11-10	,	11:25:34
1697	,	User 4	,	39.932849	,	116.349683	,	2008-11-10	,	11:25:39
1698	,	User 4	,	39.932811	,	116.349707	,	2008-11-10	,	11:25:44
1699	,	User 4	,	39.932811	,	116.349707	,	2008-11-10	,	11:25:47
1700	,	User 4	,	39.932809	,	116.3497	,	2008-11-10	,	11:25:49
1701	,	User 4	,	39.932807	,	116.349688	,	2008-11-10	,	11:25:54
1702	,	User 4	,	39.932734	,	116.349647	,	2008-11-10	,	11:25:59
1703	,	User 4	,	39.932726	,	116.349586	,	2008-11-10	,	11:26:04
1704	,	User 4	,	39.932677	,	116.349575	,	2008-11-10	,	11:26:09
1705	,	User 4	,	39.932626	,	116.349585	,	2008-11-10	,	11:26:14
1706	,	User 4	,	39.932588	,	116.349597	,	2008-11-10	,	11:26:19
1707	,	User 4	,	39.932556	,	116.349612	,	2008-11-10	,	11:26:24
1708	,	User 4	,	39.932594	,	116.349597	,	2008-11-10	,	11:26:29
1709	,	User 4	,	39.932539	,	116.349595	,	2008-11-10	,	11:26:34
1710	,	User 4	,	39.932481	,	116.349565	,	2008-11-10	,	11:26:39
1711	,	User 4	,	39.932326	,	116.349506	,	2008-11-10	,	11:26:44
1712	,	User 4	,	39.932243	,	116.34948	,	2008-11-10	,	11:26:49
1713	,	User 4	,	39.931934	,	116.349449	,	2008-11-10	,	11:26:54
1714	,	User 4	,	39.931833	,	116.349391	,	2008-11-10	,	11:26:59
1715	,	User 4	,	39.931652	,	116.349311	,	2008-11-10	,	11:27:04
1716	,	User 4	,	39.931559	,	116.349225	,	2008-11-10	,	11:27:09
1717	,	User 4	,	39.931548	,	116.349145	,	2008-11-10	,	11:27:14
1718	,	User 4	,	39.931488	,	116.349052	,	2008-11-10	,	11:27:19
1719	,	User 4	,	39.931268	,	116.348951	,	2008-11-10	,	11:27:24
1720	,	User 4	,	39.931291	,	116.348831	,	2008-11-10	,	11:27:29
1721	,	User 4	,	39.931244	,	116.348721	,	2008-11-10	,	11:27:34
1722	,	User 4	,	39.931167	,	116.348663	,	2008-11-10	,	11:27:39
1723	,	User 4	,	39.930977	,	116.348496	,	2008-11-10	,	11:27:44
1724	,	User 4	,	39.930769	,	116.348331	,	2008-11-10	,	11:27:49
1725	,	User 4	,	39.930762	,	116.348192	,	2008-11-10	,	11:27:54
1726	,	User 4	,	39.930764	,	116.348043	,	2008-11-10	,	11:27:59
1727	,	User 4	,	39.931029	,	116.347752	,	2008-11-10	,	11:28:04
1728	,	User 4	,	39.931104	,	116.347658	,	2008-11-10	,	11:28:09
1729	,	User 4	,	39.931157	,	116.347565	,	2008-11-10	,	11:28:14
1730	,	User 4	,	39.931207	,	116.347453	,	2008-11-10	,	11:28:19
1731	,	User 4	,	39.931216	,	116.34738	,	2008-11-10	,	11:28:24
1732	,	User 4	,	39.931242	,	116.347278	,	2008-11-10	,	11:28:29
1733	,	User 4	,	39.931239	,	116.347205	,	2008-11-10	,	11:28:34
1734	,	User 4	,	39.931221	,	116.34716	,	2008-11-10	,	11:28:39
1735	,	User 4	,	39.931246	,	116.347096	,	2008-11-10	,	11:28:44
1736	,	User 4	,	39.93125	,	116.346997	,	2008-11-10	,	11:28:49
1737	,	User 4	,	39.931265	,	116.346988	,	2008-11-10	,	11:28:54
1738	,	User 4	,	39.931256	,	116.346929	,	2008-11-10	,	11:28:59
1739	,	User 4	,	39.93128	,	116.346854	,	2008-11-10	,	11:29:04
1740	,	User 4	,	39.931287	,	116.346769	,	2008-11-10	,	11:29:09
1741	,	User 4	,	39.931262	,	116.3467	,	2008-11-10	,	11:29:14
1742	,	User 4	,	39.931249	,	116.34665	,	2008-11-10	,	11:29:19
1743	,	User 4	,	39.931253	,	116.346581	,	2008-11-10	,	11:29:24
1744	,	User 4	,	39.931278	,	116.346525	,	2008-11-10	,	11:29:29
1745	,	User 4	,	39.931262	,	116.346439	,	2008-11-10	,	11:29:34
1746	,	User 4	,	39.931246	,	116.346368	,	2008-11-10	,	11:29:39
1747	,	User 4	,	39.931236	,	116.346275	,	2008-11-10	,	11:29:44
1748	,	User 4	,	39.931222	,	116.346173	,	2008-11-10	,	11:29:49
1749	,	User 4	,	39.931231	,	116.346079	,	2008-11-10	,	11:29:54
1750	,	User 4	,	39.931207	,	116.346024	,	2008-11-10	,	11:29:59
1751	,	User 4	,	39.931177	,	116.346005	,	2008-11-10	,	11:30:04
1752	,	User 4	,	39.931142	,	116.345932	,	2008-11-10	,	11:30:09
1753	,	User 4	,	39.931074	,	116.345879	,	2008-11-10	,	11:30:14
1754	,	User 4	,	39.931041	,	116.345809	,	2008-11-10	,	11:30:19
1755	,	User 4	,	39.931033	,	116.345724	,	2008-11-10	,	11:30:24
1756	,	User 4	,	39.931049	,	116.345655	,	2008-11-10	,	11:30:29
1757	,	User 4	,	39.931018	,	116.345566	,	2008-11-10	,	11:30:34
1758	,	User 4	,	39.931034	,	116.345469	,	2008-11-10	,	11:30:39
1759	,	User 4	,	39.931017	,	116.345407	,	2008-11-10	,	11:30:44
1760	,	User 4	,	39.931018	,	116.345354	,	2008-11-10	,	11:30:49
1761	,	User 4	,	39.931005	,	116.345269	,	2008-11-10	,	11:30:54
1762	,	User 4	,	39.93096	,	116.345248	,	2008-11-10	,	11:30:59
1763	,	User 4	,	39.930879	,	116.345232	,	2008-11-10	,	11:31:04
1764	,	User 4	,	39.930876	,	116.345191	,	2008-11-10	,	11:31:09
1765	,	User 4	,	39.930887	,	116.34516	,	2008-11-10	,	11:31:14
1766	,	User 4	,	39.930891	,	116.345148	,	2008-11-10	,	11:31:19
1767	,	User 4	,	39.930953	,	116.34505	,	2008-11-10	,	11:31:24
1768	,	User 4	,	39.930959	,	116.345006	,	2008-11-10	,	11:31:29
1769	,	User 4	,	39.930959	,	116.345006	,	2008-11-10	,	11:31:32
